seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
IX	333543	333543	1	+	1	3	1	1	0	2	1	Promoter	9	333727	334536	810	1	YIL011W	YIL011W_mRNA	-184
IX	334837	334860	24	+	3	29	0.66	24	-1.5	0.74	0.2	Promoter	9	334882	335529	648	1	YIL010W	YIL010W_mRNA	-22
IX	334888	334888	1	+	1	3	1	1	0	2	1	Promoter	9	334882	335529	648	1	YIL010W	YIL010W_mRNA	6
IX	338506	338511	6	+	2	8	0.62	6	0.62	1.05	0.05	Promoter	9	339344	341428	2085	1	YIL009W	YIL009W_mRNA	-833
IX	339122	339122	1	+	1	3	1	1	0	2	1	Promoter	9	339344	341428	2085	1	YIL009W	YIL009W_mRNA	-222
IX	339336	339336	1	+	1	4	1	1	0	2	1	Promoter	9	339344	341428	2085	1	YIL009W	YIL009W_mRNA	-8
IX	342451	342511	61	+	8	59	0.32	61	-2.9	-0.66	0.11	Promoter	9	342536	342835	300	1	YIL008W	YIL008W_mRNA	-25
IX	344040	344040	1	+	1	4	1	1	0	2	1	Promoter	9	344062	345183	1122	1	YIL006W	YIL006W_mRNA	-22
IX	345536	345582	47	+	4	59	0.54	47	-1.75	0.47	0.24	Promoter	9	345692	347797	2106	1	YIL005W	YIL005W_mRNA	-110
IX	345641	345645	5	+	2	12	0.67	5	0.67	1.08	0.08	Promoter	9	345692	347797	2106	1	YIL005W	YIL005W_mRNA	-47
IX	349090	349090	1	+	1	3	1	1	0	2	1	Promoter	9	349122	350003	882	1	YIL003W	YIL003W_mRNA	-32
IX	350273	350313	41	+	8	64	0.25	41	-10.02	-0.73	0.09	Promoter	9	350301	350510	210	1	YIL002W-A	YIL002W-A_mRNA	0
IX	353881	353881	1	+	1	5	1	1	0	2	1	Promoter	9	353940	355481	1542	1	YIL001W	YIL001W_mRNA	-59
IX	360837	360837	1	+	1	4	1	1	0	2	1	Promoter	9	360885	362924	2040	1	YIR003W	YIR003W_mRNA	-48
IX	360876	360890	15	+	4	18	0.39	15	-0.44	0.07	0.04	Promoter	9	360885	362924	2040	1	YIR003W	YIR003W_mRNA	0
IX	363168	363221	54	+	8	73	0.4	54	9.03	-0.49	0.17	Promoter	9	363221	364519	1299	1	YIR004W	YIR004W_mRNA	0
IX	363271	363271	1	+	1	5	1	1	0	2	1	Promoter	9	363221	364519	1299	1	YIR004W	YIR004W_mRNA	50
IX	363297	363297	1	+	1	3	1	1	0	2	1	Promoter	9	363221	364519	1299	1	YIR004W	YIR004W_mRNA	76
IX	364876	364888	13	+	2	7	0.57	13	0.86	1.01	0.01	Promoter	9	364889	365335	447	1	YIR005W	YIR005W_mRNA	-1
IX	370682	370697	16	+	2	11	0.55	16	0.68	1.01	0.01	Promoter	9	370704	372998	2295	1	YIR007W	YIR007W_mRNA	-7
IX	374450	374477	28	+	4	21	0.33	28	0.64	0.06	0.03	Promoter	9	374525	374860	336	1	YIR009W	YIR009W_mRNA	-48
IX	374504	374512	9	+	2	10	0.7	9	-1.6	1.12	0.12	Promoter	9	374525	374860	336	1	YIR009W	YIR009W_mRNA	-13
IX	375360	375370	11	+	3	25	0.76	11	-1.52	0.96	0.35	Promoter	9	375431	377161	1731	1	YIR010W	YIR010W_mRNA	-61
IX	378458	378471	14	+	3	16	0.44	14	-2.75	0.49	0.05	Promoter	9	378486	379781	1296	1	YIR012W	YIR012W_mRNA	-15
IX	381065	381075	11	+	3	22	0.41	11	-0.91	0.46	0.03	Promoter	9	381086	381814	729	1	YIR014W	YIR014W_mRNA	-11
IX	381872	381872	1	+	1	4	1	1	0	2	1	Promoter	9	381948	382382	435	1	YIR015W	YIR015W_mRNA	-76
IX	381924	381950	27	+	3	35	0.6	27	-6.03	0.68	0.17	Promoter	9	381948	382382	435	1	YIR015W	YIR015W_mRNA	0
IX	382594	382607	14	+	3	13	0.54	14	0.81	0.54	0.08	Promoter	9	382628	383425	798	1	YIR016W	YIR016W_mRNA	-21
IX	384588	384611	24	+	5	27	0.3	24	0.35	-0.25	0.03	Promoter	9	384609	385346	738	1	YIR018W	YIR018W_mRNA	0
IX	384642	384642	1	+	1	4	1	1	0	2	1	Promoter	9	384609	385346	738	1	YIR018W	YIR018W_mRNA	33
IX	397242	397242	1	+	1	3	1	1	0	2	1	Promoter	9	397294	398385	1092	1	YIR021W	YIR021W_mRNA	-52
IX	398673	398725	53	+	7	47	0.26	53	-1.74	-0.67	0.05	Promoter	9	398733	399236	504	1	YIR022W	YIR022W_mRNA	-8
IX	399744	399767	24	+	6	70	0.39	24	-2.63	-0.2	0.15	Promoter	9	399777	402689	2913	1	YIR023W	YIR023W_mRNA	-10
IX	403623	403639	17	+	3	19	0.37	17	-1	0.43	0.01	Promoter	9	403659	404765	1107	1	YIR025W	YIR025W_mRNA	-20
IX	406749	406749	1	+	1	3	1	1	0	2	1	Distal Intergenic	9	408468	410375	1908	1	YIR028W	YIR028W_mRNA	-1719
IX	410700	410700	1	+	1	4	1	1	0	2	1	Promoter	9	410807	411838	1032	1	YIR029W	YIR029W_mRNA	-107
IX	416033	416033	1	+	1	4	1	1	0	2	1	Promoter	9	416124	419465	3342	1	YIR033W	YIR033W_mRNA	-91
IX	416071	416107	37	+	8	82	0.29	37	-4.57	-0.63	0.12	Promoter	9	416124	419465	3342	1	YIR033W	YIR033W_mRNA	-17
IX	416139	416139	1	+	1	3	1	1	0	2	1	Promoter	9	416124	419465	3342	1	YIR033W	YIR033W_mRNA	15
IX	31153	31153	1	-	1	3	1	1	0	2	1	Exon (YIL166C_mRNA/YIL166C, exon 1 of 1)	9	30938	32566	1629	2	YIL166C	YIL166C_mRNA	1413
IX	31252	31252	1	-	1	6	1	1	0	2	1	Exon (YIL166C_mRNA/YIL166C, exon 1 of 1)	9	30938	32566	1629	2	YIL166C	YIL166C_mRNA	1314
IX	31326	31351	26	-	3	15	0.53	26	-0.57	0.54	0.08	Exon (YIL166C_mRNA/YIL166C, exon 1 of 1)	9	30938	32566	1629	2	YIL166C	YIL166C_mRNA	1240
IX	32785	32809	25	-	3	10	0.4	25	-4	0.43	0.01	Promoter	9	30938	32566	1629	2	YIL166C	YIL166C_mRNA	-243
IX	32922	32922	1	-	1	3	1	1	0	2	1	Promoter	9	30938	32566	1629	2	YIL166C	YIL166C_mRNA	-356
IX	32973	32973	1	-	1	14	1	1	0	2	1	Promoter	9	30938	32566	1629	2	YIL166C	YIL166C_mRNA	-407
IX	34693	34716	24	-	2	8	0.62	24	-2.88	1.05	0.05	Promoter	9	34087	34686	600	2	YIL164C	YIL164C_mRNA	-30
IX	34756	34756	1	-	1	5	1	1	0	2	1	Promoter	9	34087	34686	600	2	YIL164C	YIL164C_mRNA	-70
IX	34814	34814	1	-	1	3	1	1	0	2	1	Promoter	9	34087	34686	600	2	YIL164C	YIL164C_mRNA	-128
IX	34975	34975	1	-	1	8	1	1	0	2	1	Promoter	9	34087	34686	600	2	YIL164C	YIL164C_mRNA	-289
IX	47551	47576	26	-	5	27	0.3	26	1.87	-0.21	0.05	Promoter	9	46949	47542	594	2	YIL157C	YIL157C_mRNA	-34
IX	53744	53752	9	-	2	8	0.62	9	1	1.05	0.05	Promoter	9	51759	53708	1950	2	YIL155C	YIL155C_mRNA	-44
IX	55030	55073	44	-	9	80	0.32	44	5.72	-0.75	0.13	Promoter	9	53981	55021	1041	2	YIL154C	YIL154C_mRNA	-52
IX	60839	60868	30	-	4	17	0.29	30	2.62	0.03	0.01	Promoter	9	57338	60694	3357	2	YIL151C	YIL151C_mRNA	-174
IX	62745	62759	15	-	2	14	0.71	15	3	1.14	0.14	Promoter	9	61013	62728	1716	2	YIL150C	YIL150C_mRNA	-31
IX	68192	68223	32	-	6	38	0.34	32	0.13	-0.37	0.08	Promoter	9	63028	68067	5040	2	YIL149C	YIL149C_mRNA	-156
IX	73656	73669	14	-	2	9	0.67	14	2.17	1.08	0.08	Promoter	9	69791	73453	3663	2	YIL147C	YIL147C_mRNA	-216
IX	77284	77298	15	-	4	23	0.35	15	0.74	0.08	0.04	Promoter	9	76354	77283	930	2	YIL145C	YIL145C_mRNA	-15
IX	77324	77356	33	-	9	43	0.16	33	-1.09	-1.09	0.02	Promoter	9	76354	77283	930	2	YIL145C	YIL145C_mRNA	-73
IX	83041	83075	35	-	7	42	0.26	35	6.52	-0.64	0.06	Promoter	9	80510	83041	2532	2	YIL143C	YIL143C_mRNA	0
IX	88694	88694	1	-	1	7	1	1	0	2	1	Promoter	9	87979	88716	738	2	YIL139C	YIL139C_mRNA	22
IX	88737	88737	1	-	1	3	1	1	0	2	1	Promoter	9	87979	88716	738	2	YIL139C	YIL139C_mRNA	-21
IX	89713	89751	39	-	6	128	0.29	39	3.55	-0.25	0.13	Promoter	9	89230	89715	486	2	YIL138C	YIL138C_mRNA	0
IX	92810	92842	33	-	5	23	0.3	33	6.87	-0.26	0.03	Promoter	9	89948	92788	2841	2	YIL137C	YIL137C_mRNA	-54
IX	93444	93444	1	-	1	3	1	1	0	2	1	Promoter	9	89948	92788	2841	2	YIL137C	YIL137C_mRNA	-656
IX	96382	96448	67	-	6	51	0.39	67	7.35	-0.28	0.12	Promoter	9	95065	96375	1311	2	YIL135C	YIL135C_mRNA	-73
IX	99091	99091	1	-	1	4	1	1	0	2	1	Exon (YIL133C_mRNA/YIL133C, exon 2 of 2)	9	98527	99416	890	2	YIL133C	YIL133C_mRNA	325
IX	99410	99499	90	-	21	360	0.39	90	-14.76	-1.2	0.27	Promoter	9	98527	99416	890	2	YIL133C	YIL133C_mRNA	0
IX	100509	100529	21	-	4	20	0.35	21	-2.45	0.06	0.03	Promoter	9	99860	100501	642	2	YIL132C	YIL132C_mRNA	-28
IX	102256	102256	1	-	1	5	1	1	0	2	1	Promoter	9	100781	102235	1455	2	YIL131C	YIL131C_mRNA	-21
IX	102292	102310	19	-	3	24	0.38	19	-1.67	0.42	0	Promoter	9	100781	102235	1455	2	YIL131C	YIL131C_mRNA	-75
IX	113317	113317	1	-	1	5	1	1	0	2	1	Promoter	9	106107	113237	7131	2	YIL129C	YIL129C_mRNA	-80
IX	113345	113345	1	-	1	33	1	1	0	2	1	Promoter	9	106107	113237	7131	2	YIL129C	YIL129C_mRNA	-108
IX	117652	117722	71	-	14	194	0.24	71	-10.94	-1.28	0.14	Promoter	9	117024	117644	621	2	YIL127C	YIL127C_mRNA	-78
IX	125919	125919	1	-	1	3	1	1	0	2	1	Distal Intergenic	9	117024	117644	621	2	YIL127C	YIL127C_mRNA	-8275
IX	129783	129785	3	-	2	10	0.7	3	0.4	1.12	0.12	Distal Intergenic	9	136654	137877	1224	2	YIL119C	YIL119C_mRNA	8094
IX	135083	135083	1	-	1	3	1	1	0	2	1	Distal Intergenic	9	136654	137877	1224	2	YIL119C	YIL119C_mRNA	2794
IX	136036	136036	1	-	1	3	1	1	0	2	1	Distal Intergenic	9	136654	137877	1224	2	YIL119C	YIL119C_mRNA	1841
IX	138078	138078	1	-	1	4	1	1	0	2	1	Promoter	9	136654	137877	1224	2	YIL119C	YIL119C_mRNA	-201
IX	148889	148904	16	-	2	12	0.67	16	2.5	1.08	0.08	Promoter	9	144327	148709	4383	2	YIL115C	YIL115C_mRNA	-195
IX	150017	150021	5	-	2	12	0.75	5	-1	1.19	0.19	Promoter	9	149143	149988	846	2	YIL114C	YIL114C_mRNA	-33
IX	154817	154817	1	-	1	3	1	1	0	2	1	Distal Intergenic	9	149143	149988	846	2	YIL114C	YIL114C_mRNA	-4829
IX	154882	154894	13	-	2	9	0.56	13	0.67	1.01	0.01	Distal Intergenic	9	149143	149988	846	2	YIL114C	YIL114C_mRNA	-4906
IX	154931	154933	3	-	2	6	0.5	3	0	1	0	Distal Intergenic	9	149143	149988	846	2	YIL114C	YIL114C_mRNA	-4945
IX	160200	160200	1	-	1	7	1	1	0	2	1	Promoter	9	157385	160165	2781	2	YIL109C	YIL109C_mRNA	-35
IX	160252	160281	30	-	6	48	0.48	30	-3.46	-0.18	0.16	Promoter	9	157385	160165	2781	2	YIL109C	YIL109C_mRNA	-116
IX	165929	165943	15	-	4	16	0.31	15	-0.62	0.02	0.01	Promoter	9	163278	165761	2484	2	YIL107C	YIL107C_mRNA	-182
IX	169660	169662	3	-	2	11	0.55	3	-0.09	1.01	0.01	Promoter	9	167581	169641	2061	2	YIL105C	YIL105C_mRNA	-21
IX	169748	169794	47	-	8	57	0.49	47	6.26	-0.39	0.2	Promoter	9	167581	169641	2061	2	YIL105C	YIL105C_mRNA	-153
IX	171535	171535	1	-	1	6	1	1	0	2	1	Promoter	9	169982	171505	1524	2	YIL104C	YIL104C_mRNA	-30
IX	173630	173630	1	-	1	3	1	1	0	2	1	Promoter	9	173365	173592	228	2	YIL102C-A	YIL102C-A_mRNA	-38
IX	177287	177287	1	-	1	3	1	1	0	2	1	Promoter	9	175307	177250	1944	2	YIL101C	YIL101C_mRNA	-37
IX	177362	177412	51	-	8	35	0.23	51	7.11	-0.93	0.02	Promoter	9	177373	177726	354	1	YIL100W	YIL100W_mRNA	0
IX	180219	180219	1	-	1	8	1	1	0	2	1	Promoter	9	179772	180239	468	2	YIL098C	YIL098C_mRNA	20
IX	180248	180286	39	-	7	50	0.2	39	-5.36	-0.71	0.03	Promoter	9	179772	180239	468	2	YIL098C	YIL098C_mRNA	-47
IX	183151	183151	1	-	1	9	1	1	0	2	1	Promoter	9	182117	183127	1011	2	YIL096C	YIL096C_mRNA	-24
IX	183193	183193	1	-	1	3	1	1	0	2	1	Promoter	9	182117	183127	1011	2	YIL096C	YIL096C_mRNA	-66
IX	187655	187705	51	-	5	32	0.34	51	3.53	-0.2	0.05	Promoter	9	186517	187632	1116	2	YIL094C	YIL094C_mRNA	-73
IX	187735	187735	1	-	1	4	1	1	0	2	1	Promoter	9	186517	187632	1116	2	YIL094C	YIL094C_mRNA	-103
IX	188842	188842	1	-	1	4	1	1	0	2	1	Promoter	9	187990	188784	795	2	YIL093C	YIL093C_mRNA	-58
IX	193207	193244	38	-	12	200	0.22	38	4.96	-1.07	0.14	Promoter	9	191030	193195	2166	2	YIL091C	YIL091C_mRNA	-49
IX	199426	199466	41	-	4	18	0.39	41	-6.5	0.07	0.04	Promoter	9	197931	199403	1473	2	YIL088C	YIL088C_mRNA	-63
IX	200095	200101	7	-	2	7	0.57	7	0.43	1.01	0.01	Promoter	9	199646	200119	474	2	YIL087C	YIL087C_mRNA	24
IX	200128	200147	20	-	3	9	0.33	20	0.83	0.42	0	Promoter	9	199646	200119	474	2	YIL087C	YIL087C_mRNA	-28
IX	200189	200189	1	-	1	3	1	1	0	2	1	Promoter	9	199646	200119	474	2	YIL087C	YIL087C_mRNA	-70
IX	202065	202065	1	-	1	3	1	1	0	2	1	Promoter	9	200490	202043	1554	2	YIL085C	YIL085C_mRNA	-22
IX	202090	202108	19	-	2	11	0.73	19	-4.09	1.15	0.15	Promoter	9	200490	202043	1554	2	YIL085C	YIL085C_mRNA	-65
IX	203253	203309	57	-	7	60	0.3	57	5.78	-0.56	0.09	Promoter	9	202276	203259	984	2	YIL084C	YIL084C_mRNA	0
IX	204733	204754	22	-	3	14	0.5	22	-2.57	0.51	0.06	Promoter	9	203556	204653	1098	2	YIL083C	YIL083C_mRNA	-101
IX	204957	204981	25	-	2	7	0.57	25	1.71	1.01	0.01	Promoter	9	203556	204653	1098	2	YIL083C	YIL083C_mRNA	-328
IX	207317	207317	1	-	1	10	1	1	0	2	1	Distal Intergenic	9	203556	204653	1098	2	YIL083C	YIL083C_mRNA	-2664
IX	212026	212026	1	-	1	5	1	1	0	2	1	Promoter	9	210923	212005	1083	2	YIL079C	YIL079C_mRNA	-21
IX	215935	215980	46	-	7	44	0.25	46	-1.09	-0.66	0.05	Promoter	9	214991	215953	963	2	YIL077C	YIL077C_mRNA	0
IX	216472	216489	18	-	3	13	0.46	18	-1.88	0.47	0.04	Promoter	9	214991	215953	963	2	YIL077C	YIL077C_mRNA	-536
IX	218522	218522	1	-	1	3	1	1	0	2	1	Exon (YIL075C_mRNA/YIL075C, exon 1 of 1)	9	217863	220700	2838	2	YIL075C	YIL075C_mRNA	2178
IX	218598	218598	1	-	1	3	1	1	0	2	1	Exon (YIL075C_mRNA/YIL075C, exon 1 of 1)	9	217863	220700	2838	2	YIL075C	YIL075C_mRNA	2102
IX	220723	220762	40	-	6	73	0.38	40	2.05	-0.14	0.17	Promoter	9	217863	220700	2838	2	YIL075C	YIL075C_mRNA	-62
IX	229985	230027	43	-	5	20	0.35	43	-7.55	-0.23	0.04	Promoter	9	228660	229994	1335	2	YIL071C	YIL071C_mRNA	0
IX	231096	231099	4	-	2	7	0.57	4	0.21	1.01	0.01	Promoter	9	230272	231072	801	2	YIL070C	YIL070C_mRNA	-27
IX	231142	231142	1	-	1	3	1	1	0	2	1	Promoter	9	230272	231072	801	2	YIL070C	YIL070C_mRNA	-70
IX	232376	232451	76	-	13	239	0.29	76	-8.14	-1	0.19	Promoter	9	231553	232369	817	2	YIL069C	YIL069C_mRNA	-82
IX	232491	232491	1	-	1	4	1	1	0	2	1	Promoter	9	231553	232369	817	2	YIL069C	YIL069C_mRNA	-122
IX	235492	235543	52	-	8	82	0.29	52	11.44	-0.73	0.09	Promoter	9	233057	235474	2418	2	YIL068C	YIL068C_mRNA	-69
IX	235606	235613	8	-	2	10	0.7	8	1.4	1.12	0.12	Promoter	9	233057	235474	2418	2	YIL068C	YIL068C_mRNA	-139
IX	237819	237819	1	-	1	5	1	1	0	2	1	Promoter	9	235724	237760	2037	2	YIL067C	YIL067C_mRNA	-59
IX	241788	241814	27	-	5	38	0.45	27	5.16	-0.09	0.1	Promoter	9	241308	241775	468	2	YIL065C	YIL065C_mRNA	-39
IX	243763	243792	30	-	6	100	0.33	30	4.42	-0.31	0.11	Promoter	9	242761	243744	984	2	YIL063C	YIL063C_mRNA	-48
IX	244481	244510	30	-	6	45	0.51	30	-1.74	-0.05	0.21	Promoter	9	243998	244462	465	2	YIL062C	YIL062C_mRNA	-48
IX	245574	245578	5	-	2	10	0.7	5	-0.8	1.12	0.12	Promoter	9	244657	245559	903	2	YIL061C	YIL061C_mRNA	-19
IX	247416	247416	1	-	1	3	1	1	0	2	1	Promoter	9	246550	246915	366	2	YIL059C	YIL059C_mRNA	-501
IX	248463	248463	1	-	1	5	1	1	0	2	1	Promoter	9	247902	248396	495	2	YIL057C	YIL057C_mRNA	-67
IX	253972	253972	1	-	1	4	1	1	0	2	1	Promoter	9	252042	253925	1884	2	YIL055C	YIL055C_mRNA	-47
IX	257083	257153	71	-	13	241	0.37	71	-17.15	-0.89	0.22	Promoter	9	256226	257063	838	2	YIL052C	YIL052C_mRNA	-90
IX	258212	258212	1	-	1	3	1	1	0	2	1	Promoter	9	257843	258280	438	2	YIL051C	YIL051C_mRNA	68
IX	258245	258245	1	-	1	7	1	1	0	2	1	Promoter	9	257843	258280	438	2	YIL051C	YIL051C_mRNA	35
IX	258287	258365	79	-	20	346	0.16	79	-2.31	-1.75	0.13	Promoter	9	257843	258280	438	2	YIL051C	YIL051C_mRNA	-85
IX	267841	267857	17	-	2	7	0.57	17	-1.14	1.01	0.01	Promoter	9	265115	267823	2709	2	YIL047C	YIL047C_mRNA	-34
IX	273863	273888	26	-	5	60	0.65	26	-4.18	0.43	0.33	Promoter	9	272950	273846	897	2	YIL044C	YIL044C_mRNA	-42
IX	274938	274974	37	-	6	56	0.38	37	-9.14	-0.21	0.14	Promoter	9	274072	274926	855	2	YIL043C	YIL043C_mRNA	-48
IX	276249	276355	107	-	18	137	0.19	107	16.93	-1.84	0.08	Promoter	9	275108	276292	1185	2	YIL042C	YIL042C_mRNA	0
IX	282890	282898	9	-	3	43	0.56	9	0.65	0.57	0.1	Promoter	9	280142	282652	2511	2	YIL038C	YIL038C_mRNA	-246
IX	288951	288967	17	-	2	9	0.56	17	-0.89	1.01	0.01	Promoter	9	287790	288908	1119	2	YIL035C	YIL035C_mRNA	-59
IX	288997	289068	72	-	12	91	0.21	72	-6.61	-1.32	0.07	Promoter	9	287790	288908	1119	2	YIL035C	YIL035C_mRNA	-160
IX	290090	290142	53	-	14	111	0.21	53	-4.91	-1.56	0.07	Promoter	9	289226	290089	864	2	YIL034C	YIL034C_mRNA	-53
IX	291680	291802	123	-	19	166	0.16	123	11.43	-1.91	0.08	Promoter	9	290419	291669	1251	2	YIL033C	YIL033C_mRNA	-133
IX	300048	300050	3	-	2	11	0.73	3	0.45	1.15	0.15	Promoter	9	296050	300009	3960	2	YIL030C	YIL030C_mRNA	-41
IX	300079	300079	1	-	1	4	1	1	0	2	1	Promoter	9	296050	300009	3960	2	YIL030C	YIL030C_mRNA	-70
IX	300104	300104	1	-	1	3	1	1	0	2	1	Promoter	9	296050	300009	3960	2	YIL030C	YIL030C_mRNA	-95
IX	301362	301362	1	-	1	5	1	1	0	2	1	Promoter	9	300829	301257	429	2	YIL029C	YIL029C_mRNA	-105
IX	304131	304162	32	-	5	48	0.31	32	1.27	-0.22	0.04	Promoter	9	303679	304104	426	2	YIL027C	YIL027C_mRNA	-58
IX	307956	308000	45	-	8	49	0.27	45	-4.14	-0.88	0.04	Promoter	9	304477	307929	3453	2	YIL026C	YIL026C_mRNA	-71
IX	314841	314862	22	-	2	32	0.91	22	-8.53	1.55	0.55	Promoter	9	314035	314820	786	2	YIL020C	YIL020C_mRNA	-42
IX	314907	314919	13	-	3	12	0.33	13	-1.33	0.42	0	Promoter	9	314035	314820	786	2	YIL020C	YIL020C_mRNA	-99
IX	321022	321057	36	-	4	32	0.41	36	-1.22	0.25	0.12	Promoter	9	318200	320965	2766	2	YIL017C	YIL017C_mRNA	-92
IX	325605	325605	1	-	1	4	1	1	0	2	1	Promoter	9	325212	325526	315	2	YIL014C-A	YIL014C-A_mRNA	-79
IX	336229	336240	12	-	2	7	0.57	12	0.79	1.01	0.01	Promoter	9	335666	336212	547	2	YIL009C-A	YIL009C-A_mRNA	-28
IX	343664	343697	34	-	5	37	0.32	34	2.26	-0.18	0.06	Promoter	9	342994	343656	663	2	YIL007C	YIL007C_mRNA	-41
IX	348516	348534	19	-	3	36	0.5	19	-4.17	0.67	0.16	Promoter	9	347946	348505	560	2	YIL004C	YIL004C_mRNA	-29
IX	353449	353449	1	-	1	5	1	1	0	2	1	Promoter	9	350591	353431	2841	2	YIL002C	YIL002C_mRNA	-18
IX	353530	353530	1	-	1	4	1	1	0	2	1	Promoter	9	350591	353431	2841	2	YIL002C	YIL002C_mRNA	-99
IX	353569	353597	29	-	4	20	0.4	29	2.5	0.1	0.05	Promoter	9	350591	353431	2841	2	YIL002C	YIL002C_mRNA	-166
IX	353626	353626	1	-	1	7	1	1	0	2	1	Promoter	9	350591	353431	2841	2	YIL002C	YIL002C_mRNA	-195
IX	353707	353707	1	-	1	5	1	1	0	2	1	Promoter	9	350591	353431	2841	2	YIL002C	YIL002C_mRNA	-276
IX	356930	356930	1	-	1	3	1	1	0	2	1	Promoter	9	356143	356895	753	2	YIR001C	YIR001C_mRNA	-35
IX	356956	356980	25	-	3	29	0.52	25	-8	0.64	0.14	Promoter	9	356143	356895	753	2	YIR001C	YIR001C_mRNA	-85
IX	360479	360487	9	-	2	7	0.57	9	-0.57	1.01	0.01	Promoter	9	357415	360396	2982	2	YIR002C	YIR002C_mRNA	-91
IX	369939	369987	49	-	14	131	0.19	49	-3.92	-1.55	0.07	Promoter	9	365466	369908	4443	2	YIR006C	YIR006C_mRNA	-79
IX	374365	374365	1	-	1	5	1	1	0	2	1	Promoter	9	373077	374306	1230	2	YIR008C	YIR008C_mRNA	-59
IX	378254	378284	31	-	7	70	0.33	31	-2.01	-0.46	0.12	Promoter	9	377287	378246	960	2	YIR011C	YIR011C_mRNA	-38
IX	383645	383645	1	-	1	4	1	1	0	2	1	Exon (YIR017C_mRNA/YIR017C, exon 1 of 1)	9	383556	384119	564	2	YIR017C	YIR017C_mRNA	474
IX	384100	384113	14	-	3	40	0.45	14	-0.35	0.63	0.14	Promoter	9	383556	384119	564	2	YIR017C	YIR017C_mRNA	19
IX	384145	384145	1	-	1	3	1	1	0	2	1	Promoter	9	383556	384119	564	2	YIR017C	YIR017C_mRNA	-26
IX	384210	384210	1	-	1	4	1	1	0	2	1	Promoter	9	383556	384119	564	2	YIR017C	YIR017C_mRNA	-91
IX	386333	386343	11	-	2	10	0.5	11	0	1	0	Promoter	9	385564	385701	138	2	YIR018C-A	YIR018C-A_mRNA	-642
IX	386450	386482	33	-	3	9	0.33	33	-2.33	0.42	0	Promoter	9	385564	385701	138	2	YIR018C-A	YIR018C-A_mRNA	-781
IX	397080	397105	26	-	5	25	0.32	26	-0.9	-0.22	0.04	Promoter	9	393884	397082	3199	2	ICR1	ICR1_ncRNA	0
IX	403314	403314	1	-	1	4	1	1	0	2	1	Exon (YIR024C_mRNA/YIR024C, exon 1 of 1)	9	402841	403491	651	2	YIR024C	YIR024C_mRNA	177
IX	403440	403440	1	-	1	3	1	1	0	2	1	Promoter	9	402841	403491	651	2	YIR024C	YIR024C_mRNA	51
IX	403499	403546	48	-	8	101	0.39	48	-10.98	-0.53	0.16	Promoter	9	402841	403491	651	2	YIR024C	YIR024C_mRNA	-55
IX	405974	406031	58	-	9	69	0.36	58	-1.44	-0.72	0.14	Promoter	9	404873	405967	1095	2	YIR026C	YIR026C_mRNA	-64
IX	412778	412806	29	-	3	11	0.36	29	-1.64	0.43	0.01	Promoter	9	412036	412770	735	2	YIR030C	YIR030C_mRNA	-36
IX	420771	420771	1	-	1	4	1	1	0	2	1	Promoter	9	419615	420736	1122	2	YIR034C	YIR034C_mRNA	-35
IX	420811	420811	1	-	1	4	1	1	0	2	1	Promoter	9	419615	420736	1122	2	YIR034C	YIR034C_mRNA	-75
IX	421505	421529	25	-	2	6	0.5	25	0	1	0	Exon (YIR035C_mRNA/YIR035C, exon 1 of 1)	9	421026	421790	765	2	YIR035C	YIR035C_mRNA	285
IX	421810	421819	10	-	3	37	0.65	10	-2.64	0.73	0.2	Promoter	9	421026	421790	765	2	YIR035C	YIR035C_mRNA	-29
IX	421859	421859	1	-	1	5	1	1	0	2	1	Promoter	9	421026	421790	765	2	YIR035C	YIR035C_mRNA	-69
IX	422863	422863	1	-	1	3	1	1	0	2	1	Promoter	9	422074	422865	792	2	YIR036C	YIR036C_mRNA	2
IX	422900	422915	16	-	3	14	0.43	16	1.5	0.47	0.03	Promoter	9	422074	422865	792	2	YIR036C	YIR036C_mRNA	-50
IX	424524	424543	20	-	5	35	0.34	20	2.36	-0.21	0.05	Promoter	9	423809	424513	705	2	YIR038C	YIR038C_mRNA	-30
IX	424571	424571	1	-	1	4	1	1	0	2	1	Promoter	9	423809	424513	705	2	YIR038C	YIR038C_mRNA	-58
Mito	13991	13991	1	+	1	7	1	1	0	2	1	Exon (Q0050_mRNA/Q0050, exon 1 of 1)	17	13818	23167	9350	1	Q0070	Q0070_mRNA	173
Mito	14144	14144	1	+	1	4	1	1	0	2	1	Exon (Q0050_mRNA/Q0050, exon 1 of 1)	17	13818	23167	9350	1	Q0070	Q0070_mRNA	326
Mito	14376	14376	1	+	1	5	1	1	0	2	1	Exon (Q0050_mRNA/Q0050, exon 1 of 1)	17	13818	23167	9350	1	Q0070	Q0070_mRNA	558
Mito	58008	58009	2	+	2	19	0.58	2	-0.08	1.02	0.02	Promoter	17	58009	62447	4439	1	Q0158	Q0158_rRNA	0
Mito	58484	58484	1	+	1	6	1	1	0	2	1	Exon (Q0158_rRNA/Q0158, exon 1 of 2)	17	58009	62447	4439	1	Q0158	Q0158_rRNA	475
