seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
III	16886	16913	28	-	7	95	0.35	28	-2.01	-0.41	0.14	Promoter	3	15798	16880	1083	2	YCL064C	YCL064C_mRNA	-33
III	22172	22172	1	-	1	3	1	1	0	2	1	Promoter	3	18816	22106	3291	2	YCL061C	YCL061C_mRNA	-66
III	23384	23447	64	-	11	100	0.23	64	2.8	-1.12	0.1	Promoter	3	22429	23379	951	2	YCL059C	YCL059C_mRNA	-68
III	24325	24366	42	-	7	40	0.22	42	5.82	-0.71	0.03	Promoter	3	24032	24325	294	2	YCL057C-A	YCL057C-A_mRNA	0
III	27339	27361	23	-	2	6	0.5	23	0	1	0	Promoter	3	26925	27359	435	2	YCL056C	YCL056C_mRNA	0
III	27535	27535	1	-	1	6	1	1	0	2	1	Promoter	3	26925	27359	435	2	YCL056C	YCL056C_mRNA	-176
III	27594	27594	1	-	1	5	1	1	0	2	1	Promoter	3	26925	27359	435	2	YCL056C	YCL056C_mRNA	-235
III	35412	35441	30	-	5	22	0.27	30	0.77	-0.28	0.02	Promoter	3	34143	35393	1251	2	YCL052C	YCL052C_mRNA	-48
III	38810	38868	59	-	10	110	0.44	59	11.27	-0.67	0.2	Promoter	3	37836	38801	966	2	YCL050C	YCL050C_mRNA	-67
III	39469	39469	1	-	1	5	1	1	0	2	1	Promoter	3	37836	38801	966	2	YCL050C	YCL050C_mRNA	-668
III	40224	40224	1	-	1	3	1	1	0	2	1	Exon (YCL049C_mRNA/YCL049C, exon 1 of 1)	3	39786	40724	939	2	YCL049C	YCL049C_mRNA	500
III	40795	40795	1	-	1	7	1	1	0	2	1	Promoter	3	39786	40724	939	2	YCL049C	YCL049C_mRNA	-71
III	44455	44455	1	-	1	8	1	1	0	2	1	Promoter	3	43661	44437	777	2	YCL047C	YCL047C_mRNA	-18
III	46903	46911	9	-	2	6	0.5	9	0	1	0	Promoter	3	44623	46905	2283	2	YCL045C	YCL045C_mRNA	0
III	46939	46954	16	-	4	17	0.35	16	0.09	0.05	0.02	Promoter	3	44623	46905	2283	2	YCL045C	YCL045C_mRNA	-49
III	48372	48372	1	-	1	5	1	1	0	2	1	Promoter	3	47111	48364	1254	2	YCL044C	YCL044C_mRNA	-8
III	50237	50295	59	-	15	116	0.27	59	0.79	-1.46	0.11	Promoter	3	48653	50221	1569	2	YCL043C	YCL043C_mRNA	-74
III	56554	56554	1	-	1	4	1	1	0	2	1	Promoter	3	54941	56527	1587	2	YCL038C	YCL038C_mRNA	-27
III	56617	56617	1	-	1	6	1	1	0	2	1	Promoter	3	54941	56527	1587	2	YCL038C	YCL038C_mRNA	-90
III	58685	58685	1	-	1	3	1	1	0	2	1	Promoter	3	57374	58678	1305	2	YCL037C	YCL037C_mRNA	-7
III	58734	58772	39	-	6	58	0.31	39	-1.14	-0.33	0.1	Promoter	3	57374	58678	1305	2	YCL037C	YCL037C_mRNA	-94
III	61168	61168	1	-	1	3	1	1	0	2	1	Promoter	3	60841	61173	333	2	YCL035C	YCL035C_mRNA	5
III	61194	61244	51	-	13	145	0.23	51	3.34	-1.06	0.17	Promoter	3	60841	61173	333	2	YCL035C	YCL035C_mRNA	-71
III	63247	63247	1	-	1	3	1	1	0	2	1	Promoter	3	62776	63282	507	2	YCL033C	YCL033C_mRNA	35
III	65571	65619	49	-	10	117	0.26	49	13.15	-0.83	0.15	Promoter	3	64675	65568	894	2	YCL031C	YCL031C_mRNA	-51
III	67673	67673	1	-	1	5	1	1	0	2	1	Exon (YCL030C_mRNA/YCL030C, exon 1 of 1)	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	660
III	67753	67794	42	-	3	11	0.45	42	4.68	0.46	0.03	Exon (YCL030C_mRNA/YCL030C, exon 1 of 1)	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	580
III	67865	67865	1	-	1	3	1	1	0	2	1	Exon (YCL030C_mRNA/YCL030C, exon 1 of 1)	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	468
III	67932	67961	30	-	4	12	0.25	30	0.75	0	0	Exon (YCL030C_mRNA/YCL030C, exon 1 of 1)	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	401
III	67994	67994	1	-	1	3	1	1	0	2	1	Exon (YCL030C_mRNA/YCL030C, exon 1 of 1)	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	339
III	68025	68025	1	-	1	3	1	1	0	2	1	Exon (YCL030C_mRNA/YCL030C, exon 1 of 1)	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	308
III	68359	68412	54	-	11	117	0.42	54	2.43	-0.7	0.22	Promoter	3	65934	68333	2400	2	YCL030C	YCL030C_mRNA	-79
III	69956	69971	16	-	2	14	0.5	16	0	1	0	Promoter	3	68599	69921	1323	2	YCL029C	YCL029C_mRNA	-50
III	77940	77952	13	-	4	47	0.74	13	2.72	0.8	0.4	Promoter	3	76018	77919	1902	2	YCL025C	YCL025C_mRNA	-33
III	94361	94397	37	-	7	36	0.19	37	-3.69	-0.74	0.02	Promoter	3	92777	94270	1494	2	YCL017C	YCL017C_mRNA	-127
III	101788	101792	5	-	2	13	0.62	5	-0.46	1.04	0.04	Promoter	3	101317	101788	472	2	YCL012C	YCL012C_mRNA	0
III	101820	101847	28	-	5	33	0.55	28	-4.65	0.1	0.18	Promoter	3	101317	101788	472	2	YCL012C	YCL012C_mRNA	-59
III	101872	101872	1	-	1	3	1	1	0	2	1	Promoter	3	101317	101788	472	2	YCL012C	YCL012C_mRNA	-84
III	103344	103402	59	-	6	82	0.43	59	20.27	-0.11	0.18	Promoter	3	102075	103358	1284	2	YCL011C	YCL011C_mRNA	0
III	104265	104265	1	-	1	3	1	1	0	2	1	Promoter	3	103571	104350	780	2	YCL010C	YCL010C_mRNA	85
III	104302	104302	1	-	1	5	1	1	0	2	1	Promoter	3	103571	104350	780	2	YCL010C	YCL010C_mRNA	48
III	104366	104366	1	-	1	7	1	1	0	2	1	Promoter	3	103571	104350	780	2	YCL010C	YCL010C_mRNA	-16
III	105520	105596	77	-	8	128	0.23	77	10.11	-0.76	0.08	Promoter	3	104619	105548	930	2	YCL009C	YCL009C_mRNA	0
III	106829	106919	91	-	15	152	0.25	91	-10.54	-1.47	0.11	Promoter	3	105696	106853	1158	2	YCL008C	YCL008C_mRNA	0
III	111702	111712	11	-	2	10	0.7	11	2	1.12	0.12	Promoter	3	110808	111675	868	2	YCL002C	YCL002C_mRNA	-37
III	118393	118413	21	-	4	30	0.6	21	-5.73	0.4	0.2	Promoter	3	117380	118348	969	2	YCR002C	YCR002C_mRNA	-65
III	120342	120356	15	-	2	7	0.57	15	-1	1.01	0.01	Promoter	3	119575	120318	744	2	YCR004C	YCR004C_mRNA	-38
III	120492	120513	22	-	4	17	0.41	22	-0.91	0.1	0.05	Promoter	3	119575	120318	744	2	YCR004C	YCR004C_mRNA	-195
III	122383	122388	6	-	3	17	0.53	6	0.5	0.55	0.09	Promoter	3	120946	122328	1383	2	YCR005C	YCR005C_mRNA	-60
III	123358	123400	43	-	5	26	0.31	43	5.23	-0.24	0.03	Downstream (<1kb)	3	123577	123648	72	2	tP(AGG)C	tP(AGG)C_tRNA	290
III	123431	123449	19	-	2	8	0.62	19	2.25	1.05	0.05	Downstream (<1kb)	3	123577	123648	72	2	tP(AGG)C	tP(AGG)C_tRNA	217
III	123648	123648	1	-	1	3	1	1	0	2	1	Promoter	3	123577	123648	72	2	tP(AGG)C	tP(AGG)C_tRNA	0
III	124984	124984	1	-	1	7	1	1	0	2	1	Downstream (1-2kb)	3	123577	123648	72	2	tP(AGG)C	tP(AGG)C_tRNA	-1336
III	125024	125024	1	-	1	7	1	1	0	2	1	Downstream (1-2kb)	3	123577	123648	72	2	tP(AGG)C	tP(AGG)C_tRNA	-1376
III	126362	126365	4	-	2	6	0.5	4	0	1	0	Exon (YCR007C_mRNA/YCR007C, exon 1 of 1)	3	126011	126730	720	2	YCR007C	YCR007C_mRNA	368
III	131550	131603	54	-	7	48	0.29	54	14.79	-0.58	0.08	Promoter	3	130745	131542	798	2	YCR009C	YCR009C_mRNA	-61
III	133230	133230	1	-	1	10	1	1	0	2	1	Promoter	3	132273	133124	852	2	YCR010C	YCR010C_mRNA	-106
III	137001	137001	1	-	1	12	1	1	0	2	1	Promoter	3	133724	136873	3150	2	YCR011C	YCR011C_mRNA	-128
III	142135	142135	1	-	1	5	1	1	0	2	1	Promoter	3	141217	142170	954	2	YCR015C	YCR015C_mRNA	35
III	142184	142194	11	-	3	15	0.6	11	-2	0.63	0.14	Promoter	3	141217	142170	954	2	YCR015C	YCR015C_mRNA	-24
III	147663	147663	1	-	1	5	1	1	0	2	1	Promoter	3	144773	147634	2862	2	YCR017C	YCR017C_mRNA	-29
III	148559	148559	1	-	1	3	1	1	0	2	1	Exon (YCR018C_mRNA/YCR018C, exon 1 of 1)	3	148238	148903	666	2	YCR018C	YCR018C_mRNA	344
III	148593	148593	1	-	1	3	1	1	0	2	1	Exon (YCR018C_mRNA/YCR018C, exon 1 of 1)	3	148238	148903	666	2	YCR018C	YCR018C_mRNA	310
III	148618	148618	1	-	1	4	1	1	0	2	1	Exon (YCR018C_mRNA/YCR018C, exon 1 of 1)	3	148238	148903	666	2	YCR018C	YCR018C_mRNA	285
III	155096	155104	9	-	2	13	0.62	9	0.92	1.04	0.04	Promoter	3	154830	155096	267	2	YCR020C-A	YCR020C-A_mRNA	0
III	157207	157220	14	-	4	30	0.47	14	-1.73	0.18	0.09	Promoter	3	156109	157107	999	2	YCR021C	YCR021C_mRNA	-113
III	160427	160427	1	-	1	5	1	1	0	2	1	Promoter	3	158538	160373	1836	2	YCR023C	YCR023C_mRNA	-54
III	160457	160457	1	-	1	4	1	1	0	2	1	Promoter	3	158538	160373	1836	2	YCR023C	YCR023C_mRNA	-84
III	162245	162245	1	-	1	3	1	1	0	2	1	Promoter	3	160744	162222	1479	2	YCR024C	YCR024C_mRNA	-23
III	163141	163145	5	-	2	29	0.69	5	0.76	1.11	0.11	Promoter	3	162945	163067	123	2	YCR024C-A	YCR024C-A_mRNA	-78
III	163195	163235	41	-	12	221	0.26	41	2.99	-1.06	0.15	Promoter	3	162945	163067	123	2	YCR024C-A	YCR024C-A_mRNA	-168
III	163302	163302	1	-	1	3	1	1	0	2	1	Promoter	3	162945	163067	123	2	YCR024C-A	YCR024C-A_mRNA	-235
III	166394	166407	14	-	3	15	0.4	14	-0.23	0.43	0.01	Promoter	3	164111	166339	2229	2	YCR026C	YCR026C_mRNA	-68
III	168167	168208	42	-	5	23	0.35	42	-0.15	-0.21	0.05	Downstream (<1kb)	3	168301	168372	72	2	tQ(UUG)C	tQ(UUG)C_tRNA	205
III	172523	172523	1	-	1	4	1	1	0	2	1	Promoter	3	170886	172424	1539	2	YCR028C	YCR028C_mRNA	-99
III	173466	173486	21	-	4	41	0.41	21	1.76	0.18	0.09	Promoter	3	172950	173440	491	2	YCR028C-A	YCR028C-A_mRNA	-46
III	173512	173523	12	-	2	15	0.67	12	1.83	1.08	0.08	Promoter	3	172950	173440	491	2	YCR028C-A	YCR028C-A_mRNA	-83
III	176477	176537	61	-	7	45	0.31	61	-0.64	-0.58	0.08	Promoter	3	173826	176438	2613	2	YCR030C	YCR030C_mRNA	-99
III	176904	176934	31	-	4	17	0.35	31	-0.29	0.05	0.02	Promoter	3	173826	176438	2613	2	YCR030C	YCR030C_mRNA	-496
III	177906	177906	1	-	1	3	1	1	0	2	1	Exon (YCR031C_mRNA/YCR031C, exon 2 of 2)	3	177500	178220	721	2	YCR031C	YCR031C_mRNA	314
III	178137	178137	1	-	1	3	1	1	0	2	1	Promoter	3	177500	178220	721	2	YCR031C	YCR031C_mRNA	83
III	178220	178256	37	-	15	223	0.15	37	4.09	-1.51	0.1	Promoter	3	177500	178220	721	2	YCR031C	YCR031C_mRNA	0
III	193028	193038	11	-	3	24	0.58	11	1.75	0.6	0.12	Promoter	3	191834	193018	1185	2	YCR035C	YCR035C_mRNA	-20
III	197152	197152	1	-	1	3	1	1	0	2	1	Promoter	3	194414	197185	2772	2	YCR037C	YCR037C_mRNA	33
III	197216	197261	46	-	8	95	0.33	46	-8.36	-0.45	0.18	Promoter	3	194414	197185	2772	2	YCR037C	YCR037C_mRNA	-76
III	200034	200034	1	-	1	3	1	1	0	2	1	Exon (YCR039C_mRNA/YCR039C, exon 1 of 1)	3	199546	200178	633	2	YCR039C	YCR039C_mRNA	144
III	205404	205426	23	-	4	16	0.31	23	2.31	0.02	0.01	Promoter	3	201174	205397	4224	2	YCR042C	YCR042C_mRNA	-29
III	206677	206703	27	-	3	20	0.7	27	1.4	0.82	0.25	Promoter	3	206261	206644	384	2	YCR043C	YCR043C_mRNA	-59
III	207898	207898	1	-	1	5	1	1	0	2	1	Promoter	3	206877	207950	1074	2	YCR044C	YCR044C_mRNA	52
III	207948	207982	35	-	9	141	0.28	35	-4	-0.66	0.16	Promoter	3	206877	207950	1074	2	YCR044C	YCR044C_mRNA	0
III	208009	208009	1	-	1	4	1	1	0	2	1	Promoter	3	206877	207950	1074	2	YCR044C	YCR044C_mRNA	-59
III	210313	210313	1	-	1	3	1	1	0	2	1	Exon (YCR046C_mRNA/YCR046C, exon 1 of 1)	3	209914	210423	510	2	YCR046C	YCR046C_mRNA	110
III	210419	210470	52	-	12	58	0.33	52	-8.74	-1.22	0.1	Promoter	3	209914	210423	510	2	YCR046C	YCR046C_mRNA	0
III	211611	211638	28	-	8	65	0.23	28	1.04	-0.82	0.06	Promoter	3	210718	211545	828	2	YCR047C	YCR047C_mRNA	-93
III	211668	211672	5	-	2	7	0.57	5	-0.29	1.01	0.01	Promoter	3	210718	211545	828	2	YCR047C	YCR047C_mRNA	-127
III	220122	220122	1	-	1	4	1	1	0	2	1	Promoter	3	218376	220067	1692	2	YCR054C	YCR054C_mRNA	-55
III	220171	220184	14	-	2	11	0.55	14	-0.59	1.01	0.01	Promoter	3	218376	220067	1692	2	YCR054C	YCR054C_mRNA	-117
III	221270	221270	1	-	1	3	1	1	0	2	1	Exon (YCR057C_mRNA/YCR057C, exon 1 of 1)	3	218376	220067	1692	2	YCR054C	YCR054C_mRNA	-1203
III	223281	223302	22	-	4	16	0.31	22	1.69	0.02	0.01	Promoter	3	220457	223228	2772	2	YCR057C	YCR057C_mRNA	-74
III	224247	224269	23	-	3	13	0.54	23	-5	0.54	0.08	Promoter	3	223454	224230	777	2	YCR059C	YCR059C_mRNA	-39
III	236406	236441	36	-	4	17	0.35	36	-1.68	0.05	0.02	Promoter	3	233125	236322	3198	2	YCR067C	YCR067C_mRNA	-119
III	240555	240592	38	-	8	58	0.21	38	-3.36	-0.87	0.04	Promoter	3	240103	240543	441	2	YCR071C	YCR071C_mRNA	-49
III	242377	242377	1	-	1	3	1	1	0	2	1	Promoter	3	240805	242352	1548	2	YCR072C	YCR072C_mRNA	-25
III	246639	246648	10	-	2	13	0.54	10	-0.35	1	0	Promoter	3	242588	246583	3996	2	YCR073C	YCR073C_mRNA	-65
III	250046	250070	25	-	3	14	0.43	25	1.71	0.44	0.02	Promoter	3	249293	250045	753	2	YCR076C	YCR076C_mRNA	-25
III	252645	252651	7	-	3	19	0.37	7	-0.68	0.43	0.01	Promoter	3	250238	252628	2391	2	YCR077C	YCR077C_mRNA	-23
III	262617	262705	89	-	14	128	0.2	89	5.96	-1.46	0.09	Promoter	3	260311	262452	2142	2	YCR084C	YCR084C_mRNA	-253
III	264475	264503	29	-	5	30	0.3	29	4.1	-0.19	0.06	Promoter	3	264006	264467	462	2	YCR087C-A	YCR087C-A_mRNA	-36
III	272821	272821	1	-	1	3	1	1	0	2	1	Promoter	3	272315	272863	549	2	YCR090C	YCR090C_mRNA	42
III	272873	272878	6	-	2	8	0.62	6	0.62	1.05	0.05	Promoter	3	272315	272863	549	2	YCR090C	YCR090C_mRNA	-15
III	279818	279818	1	-	1	4	1	1	0	2	1	Promoter	3	276764	279820	3057	2	YCR092C	YCR092C_mRNA	2
III	279856	279859	4	-	2	10	0.7	4	0.6	1.12	0.12	Promoter	3	276764	279820	3057	2	YCR092C	YCR092C_mRNA	-39
III	289292	289315	24	-	5	23	0.26	24	-1.54	-0.27	0.02	Promoter	3	288170	289258	1089	2	YCR095C	YCR095C_mRNA	-57
III	302970	302970	1	-	1	3	1	1	0	2	1	Promoter	3	302482	303030	549	2	YCR101C	YCR101C_mRNA	60
III	302999	302999	1	-	1	4	1	1	0	2	1	Promoter	3	302482	303030	549	2	YCR101C	YCR101C_mRNA	31
III	303637	303656	20	-	2	8	0.62	20	-2.38	1.05	0.05	Promoter	3	302482	303030	549	2	YCR101C	YCR101C_mRNA	-626
IV	1792	1814	23	+	3	22	0.59	23	-4.23	0.62	0.13	Promoter	4	1802	2953	1152	1	YDL248W	YDL248W_mRNA	0
IV	22642	22651	10	+	3	30	0.5	10	1	0.51	0.06	Promoter	4	22823	25876	3054	1	YDL240W	YDL240W_mRNA	-172
IV	30625	30643	19	+	4	29	0.41	19	0.41	0.15	0.08	Promoter	4	30657	31829	1173	1	YDL237W	YDL237W_mRNA	-14
IV	32235	32290	56	+	5	22	0.27	56	1.45	-0.25	0.03	Promoter	4	32296	33234	939	1	YDL236W	YDL236W_mRNA	-6
IV	33470	33470	1	+	1	3	1	1	0	2	1	Distal Intergenic	4	32296	33234	939	1	YDL236W	YDL236W_mRNA	1174
IV	38458	38478	21	+	6	49	0.39	21	-3.71	-0.25	0.13	Promoter	4	38487	38597	111	1	YDL232W	YDL232W_mRNA	-9
IV	42647	42650	4	+	2	11	0.64	4	-0.41	1.05	0.05	Promoter	4	42700	43707	1008	1	YDL230W	YDL230W_mRNA	-50
IV	42688	42688	1	+	1	3	1	1	0	2	1	Promoter	4	42700	43707	1008	1	YDL230W	YDL230W_mRNA	-12
IV	44030	44044	15	+	5	82	0.46	15	-1.06	0.08	0.17	Promoter	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	-21
IV	45139	45139	1	+	1	3	1	1	0	2	1	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1074
IV	45243	45243	1	+	1	3	1	1	0	2	1	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1178
IV	45279	45280	2	+	2	9	0.56	2	0.06	1.01	0.01	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1214
IV	45313	45313	1	+	1	3	1	1	0	2	1	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1248
IV	45366	45366	1	+	1	3	1	1	0	2	1	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1301
IV	45407	45407	1	+	1	4	1	1	0	2	1	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1342
IV	45444	45444	1	+	1	3	1	1	0	2	1	Exon (YDL229W_mRNA/YDL229W, exon 1 of 1)	4	44065	45906	1842	1	YDL229W	YDL229W_mRNA	1379
IV	52375	52404	30	+	4	20	0.4	30	5.3	0.08	0.04	Promoter	4	52445	54100	1656	1	YDL225W	YDL225W_mRNA	-41
IV	61156	61156	1	+	1	4	1	1	0	2	1	Promoter	4	62011	62562	552	1	YDL221W	YDL221W_mRNA	-855
IV	65188	65216	29	+	6	32	0.25	29	-4.16	-0.47	0.04	Promoter	4	65242	65765	524	1	YDL219W	YDL219W_mRNA	-26
IV	78367	78404	38	+	5	46	0.59	38	-1.87	0.24	0.24	Promoter	4	78426	79058	633	1	YDL212W	YDL212W_mRNA	-22
IV	87467	87503	37	+	11	108	0.26	37	-1.98	-1.18	0.08	Promoter	4	87512	87982	471	1	YDL208W	YDL208W_mRNA	-9
IV	88195	88287	93	+	17	248	0.25	93	-12.32	-1.49	0.15	Promoter	4	88248	89864	1617	1	YDL207W	YDL207W_mRNA	0
IV	90039	90039	1	+	1	4	1	1	0	2	1	Promoter	4	90176	92464	2289	1	YDL206W	YDL206W_mRNA	-137
IV	94107	94117	11	+	2	9	0.67	11	-1.67	1.08	0.08	Promoter	4	94605	95786	1182	1	YDL204W	YDL204W_mRNA	-488
IV	94185	94191	7	+	2	6	0.5	7	0	1	0	Promoter	4	94605	95786	1182	1	YDL204W	YDL204W_mRNA	-414
IV	94576	94599	24	+	6	52	0.44	24	5.81	-0.17	0.16	Promoter	4	94605	95786	1182	1	YDL204W	YDL204W_mRNA	-6
IV	98415	98415	1	+	1	3	1	1	0	2	1	Promoter	4	98475	99224	750	1	YDL202W	YDL202W_mRNA	-60
IV	98451	98455	5	+	2	7	0.57	5	-0.29	1.01	0.01	Promoter	4	98475	99224	750	1	YDL202W	YDL202W_mRNA	-20
IV	99458	99502	45	+	4	24	0.58	45	5.38	0.37	0.18	Promoter	4	99561	100421	861	1	YDL201W	YDL201W_mRNA	-59
IV	99528	99544	17	+	2	19	0.53	17	-0.42	1	0	Promoter	4	99561	100421	861	1	YDL201W	YDL201W_mRNA	-17
IV	103608	103629	22	+	3	11	0.45	22	-0.68	0.46	0.03	Distal Intergenic	4	106741	107070	330	1	YDL196W	YDL196W_mRNA	-3112
IV	107079	107089	11	+	3	17	0.41	11	-1.18	0.5	0.06	Promoter	4	107208	111029	3822	1	YDL195W	YDL195W_mRNA	-119
IV	107122	107122	1	+	1	6	1	1	0	2	1	Promoter	4	107208	111029	3822	1	YDL195W	YDL195W_mRNA	-86
IV	107197	107197	1	+	1	4	1	1	0	2	1	Promoter	4	107208	111029	3822	1	YDL195W	YDL195W_mRNA	-11
IV	111357	111385	29	+	4	24	0.42	29	-3.58	0.1	0.05	Promoter	4	111580	114234	2655	1	YDL194W	YDL194W_mRNA	-195
IV	114556	114565	10	+	3	26	0.5	10	-0.46	0.55	0.09	Promoter	4	114672	115799	1128	1	YDL193W	YDL193W_mRNA	-107
IV	114591	114597	7	+	2	8	0.62	7	0.75	1.05	0.05	Promoter	4	114672	115799	1128	1	YDL193W	YDL193W_mRNA	-75
IV	114629	114629	1	+	1	4	1	1	0	2	1	Promoter	4	114672	115799	1128	1	YDL193W	YDL193W_mRNA	-43
IV	116199	116238	40	+	4	19	0.26	40	-0.87	0.01	0	Promoter	4	116321	116866	546	1	YDL192W	YDL192W_mRNA	-83
IV	116263	116302	40	+	11	180	0.21	40	-2	-1.15	0.09	Promoter	4	116321	116866	546	1	YDL192W	YDL192W_mRNA	-19
IV	117605	117661	57	+	12	296	0.36	57	9.37	-0.75	0.23	Promoter	4	117664	118517	854	1	YDL191W	YDL191W_mRNA	-3
IV	117699	117699	1	+	1	4	1	1	0	2	1	Promoter	4	117664	118517	854	1	YDL191W	YDL191W_mRNA	35
IV	121987	121987	1	+	1	5	1	1	0	2	1	Promoter	4	122216	123589	1374	1	YDL189W	YDL189W_mRNA	-229
IV	122023	122046	24	+	3	26	0.73	24	-8.38	0.89	0.3	Promoter	4	122216	123589	1374	1	YDL189W	YDL189W_mRNA	-170
IV	126667	126689	23	+	6	62	0.4	23	4.73	-0.22	0.14	Promoter	4	126787	130002	3216	1	YDL185W	YDL185W_mRNA	-98
IV	133391	133420	30	+	10	95	0.28	30	-2.05	-0.91	0.12	Promoter	4	133437	134723	1287	1	YDL182W	YDL182W_mRNA	-17
IV	133648	133648	1	+	1	3	1	1	0	2	1	Exon (YDL182W_mRNA/YDL182W, exon 1 of 1)	4	133437	134723	1287	1	YDL182W	YDL182W_mRNA	211
IV	134993	135029	37	+	3	18	0.5	37	-4.33	0.54	0.08	Promoter	4	135179	135436	258	1	YDL181W	YDL181W_mRNA	-150
IV	135089	135148	60	+	7	47	0.47	60	-14.99	-0.33	0.17	Promoter	4	135179	135436	258	1	YDL181W	YDL181W_mRNA	-31
IV	135187	135187	1	+	1	3	1	1	0	2	1	Promoter	4	135179	135436	258	1	YDL181W	YDL181W_mRNA	8
IV	135778	135778	1	+	1	4	1	1	0	2	1	Promoter	4	135896	137539	1644	1	YDL180W	YDL180W_mRNA	-118
IV	138196	138196	1	+	1	7	1	1	0	2	1	Promoter	4	138291	139205	915	1	YDL179W	YDL179W_mRNA	-95
IV	139497	139514	18	+	4	30	0.37	18	-3.23	0.09	0.04	Promoter	4	139522	141114	1593	1	YDL178W	YDL178W_mRNA	-8
IV	141901	141996	96	+	12	106	0.37	96	4.58	-1	0.16	Promoter	4	142097	144223	2127	1	YDL176W	YDL176W_mRNA	-101
IV	148148	148163	16	+	5	20	0.3	16	-1.5	-0.25	0.03	Promoter	4	148191	149078	888	1	YDL173W	YDL173W_mRNA	-28
IV	156290	156290	1	+	1	5	1	1	0	2	1	Promoter	4	156318	157904	1587	1	YDL170W	YDL170W_mRNA	-28
IV	159540	159540	1	+	1	3	1	1	0	2	1	Promoter	4	159604	160764	1161	1	YDL168W	YDL168W_mRNA	-64
IV	159571	159571	1	+	1	6	1	1	0	2	1	Promoter	4	159604	160764	1161	1	YDL168W	YDL168W_mRNA	-33
IV	164228	164263	36	+	5	54	0.63	36	-1.54	0.33	0.28	Promoter	4	164290	164865	576	1	YDL165W	YDL165W_mRNA	-27
IV	167674	167716	43	+	15	175	0.19	43	4.61	-1.51	0.1	Promoter	4	167714	169078	1365	1	YDL161W	YDL161W_mRNA	0
IV	172433	172433	1	+	1	4	1	1	0	2	1	Promoter	4	172481	174028	1548	1	YDL159W	YDL159W_mRNA	-48
IV	176633	176643	11	+	2	39	0.72	11	2.18	1.14	0.14	Promoter	4	176773	178056	1284	1	YDL155W	YDL155W_mRNA	-130
IV	176690	176690	1	+	1	4	1	1	0	2	1	Promoter	4	176773	178056	1284	1	YDL155W	YDL155W_mRNA	-83
IV	180071	180071	1	+	1	3	1	1	0	2	1	Exon (YDL154W_mRNA/YDL154W, exon 1 of 1)	4	178334	181039	2706	1	YDL154W	YDL154W_mRNA	1737
IV	183203	183262	60	+	7	57	0.35	60	2.54	-0.35	0.16	Promoter	4	183343	184611	1269	1	YDL150W	YDL150W_mRNA	-81
IV	184880	184884	5	+	2	14	0.64	5	-0.57	1.06	0.06	Promoter	4	184925	187918	2994	1	YDL149W	YDL149W_mRNA	-41
IV	184909	184911	3	+	2	10	0.6	3	-0.2	1.03	0.03	Promoter	4	184925	187918	2994	1	YDL149W	YDL149W_mRNA	-14
IV	190846	190926	81	+	14	163	0.32	81	10.72	-1.2	0.16	Promoter	4	190924	192261	1338	1	YDL147W	YDL147W_mRNA	0
IV	191094	191094	1	+	1	4	1	1	0	2	1	Exon (YDL147W_mRNA/YDL147W, exon 1 of 1)	4	190924	192261	1338	1	YDL147W	YDL147W_mRNA	170
IV	192594	192594	1	+	1	3	1	1	0	2	1	Promoter	4	192750	194225	1476	1	YDL146W	YDL146W_mRNA	-156
IV	199953	199965	13	+	3	18	0.56	13	-1	0.58	0.11	Promoter	4	199996	201582	1587	1	YDL143W	YDL143W_mRNA	-31
IV	202838	202848	11	+	2	13	0.77	11	-2.69	1.22	0.22	Promoter	4	203039	205111	2073	1	YDL141W	YDL141W_mRNA	-191
IV	212995	212995	1	+	1	5	1	1	0	2	1	Promoter	4	213351	215642	2292	1	YDL138W	YDL138W_mRNA	-356
IV	213168	213190	23	+	3	24	0.62	23	-1.12	0.7	0.18	Promoter	4	213351	215642	2292	1	YDL138W	YDL138W_mRNA	-161
IV	213237	213237	1	+	1	3	1	1	0	2	1	Promoter	4	213351	215642	2292	1	YDL138W	YDL138W_mRNA	-114
